"행정구역(시군구)별",2023.07
"행정구역(시군구)별",총인구수 (명)
"서울특별시",9411260
"부산광역시",3305052
"대구광역시",2379086
"인천광역시",2981553
"광주광역시",1424305
"대전광역시",1444898
"울산광역시",1105326
"세종특별자치시",386192
"경기도",13623055
"강원특별자치도",1532050
"충청북도",1594240
"충청남도",2126640
"전라북도",1761169
"전라남도",1810071
"경상북도",2564065
"경상남도",3261361
"제주특별자치도",676810
